t  lockdown  popDens  tests7  tests14  tests21  tests28  Population  totTests7  totTests14  totTests21  totTests28  y
52  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  22108
53  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  23649
54  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  26057
55  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  30985
56  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  33284
57  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  37054
58  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  38910
59  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  40682
60  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  42539
61  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  45063
62  30  26403  0.002  0.006  0.05  0.422  3.28E+08  656.4  1969.2  16410  138500.4  46784
0  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  0
1  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  0
2  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  0
3  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
4  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
5  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
6  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
7  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
8  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
9  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
10  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
11  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
12  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
13  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
14  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  1
15  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  2
16  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  4
17  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  4
18  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  5
19  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  9
20  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  9
21  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  9
22  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  11
23  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  11
24  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  12
25  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  12
26  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  13
27  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  14
28  9  3133.9  2.232  4.918  9.758  13.755  4886000  10905.55  24029.35  47677.59  67206.93  16
0  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  0
1  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  0
2  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  0
3  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  0
4  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  0
5  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  0
6  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  0
7  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  0
8  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  0
9  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1
10  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1
11  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1
12  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1
13  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  3
14  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  7
15  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  8
16  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  10
17  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  10
18  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  16
19  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  20
20  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  21
21  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  25
22  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  36
23  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  42
24  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  66
25  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  92
26  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  102
27  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  110
28  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  146
29  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  180
30  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  239
31  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  282
32  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  333
33  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  373
34  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  401
35  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  477
36  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  591
37  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  687
38  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  793
39  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  870
40  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  887
41  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  899
42  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  919
43  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1033
44  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1203
45  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1333
46  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1400
47  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1511
48  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1540
49  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1580
50  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1765
51  50  13000  0.788  1.71  2.787  4.155  10230000  8061.24  17493.3  28511.01  42505.65  1937
0  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
1  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
2  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
3  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
4  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
5  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
6  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
7  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
8  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
9  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
10  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
11  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
12  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  0
13  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  2
14  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  2
15  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  3
16  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  5
17  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  5
18  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  8
19  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  12
20  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  13
21  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  13
22  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  13
23  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  43
24  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  45
25  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  67
26  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  94
27  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  126
28  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  149
29  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  198
30  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  253
31  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  325
32  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  389
33  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  455
34  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  583
35  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  732
36  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  872
37  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  1017
38  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  1158
39  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  1342
40  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  1434
41  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  1607
42  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  1861
43  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  2107
44  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  2373
45  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  2544
46  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  2673
47  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  2799
48  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  2969
49  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  3254
50  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  3569
51  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  3868
52  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  4110
53  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  4294
54  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  4404
55  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  4598
56  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  4879
57  20  12000  1  2.173  4.865  9.155  83020000  83020  180402.5  403892.3  760048.1  5094
0  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  0
1  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  0
2  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  0
3  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  0
4  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  1
5  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  1
6  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  3
7  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  3
8  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  4
9  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  5
10  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  5
11  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  5
12  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  12
13  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  20
14  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  24
15  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  43
16  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  58
17  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  76
18  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  106
19  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  136
20  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  179
21  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  213
22  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  276
23  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  356
24  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  434
25  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  546
26  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  639
27  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  771
28  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  864
29  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  1039
30  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  1173
31  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  1339
32  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  1487
33  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  1651
34  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  1766
35  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  1867
36  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  2101
37  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  2248
38  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  2396
39  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  2511
40  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  2643
41  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  2737
42  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  2823
43  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  2945
44  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  3134
45  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  3315
46  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  3459
47  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  3601
48  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  3684
49  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  3751
50  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  3916
51  13  11240  0.6  1.288  2.609  4.284  17280000  10368  22256.64  45083.52  74027.52  4054
                        
